VOLKRAJ,N,2,0;KSTRANA,N,3,0;PORCISLO,N,2,0;JMENO,C,40;PRIJMENI,C,30;TITULPRED,C,20;TITULZA,C,15;VEK,N,2,0;POVOLANI,C,30;BYDLISTEN,C,40;BYDLISTEK,N,6,0;PSTRANA,N,3,0;NSTRANA,N,3,0;PLATNOST,N,1,0;POCHLASU,N,7,0;POCPROC,N,6,2;POCPROCVSE,N,6,2;MANDAT,N,1,0;PORADIMAND,N,2,0;PORADINAHR,N,2,0
7;3;7;Monika;Hájková;Bc.;;24;studentka;Jablonec nad Nisou;563510;99;720;0;;;;;;
7;3;8;Václav;Legner;;;30;inženýr kvality;Česká Lípa;561380;720;720;0;;;;;;
7;3;9;Jan;Köhler;;;33;OSVČ;Jablonec nad Nisou;563510;720;720;0;;;;;;
7;3;10;Tomáš;Martínek;Ing.;;27;lektor;Česká Lípa;561380;99;720;0;;;;;;
7;3;11;Lukáš;Zemánek;;;33;osobní asistent;Smržovka;563811;99;720;0;;;;;;
7;3;12;Jaroslav;Rada;;;31;grafik;Jablonec nad Nisou;563510;720;720;0;;;;;;
7;4;1;Jan;Farský;Mgr.;;34;starosta Semil,poslanec PS PČR;Semily;576964;703;721;0;;;;;;
7;4;2;Václav;Horáček;Mgr.;;57;učitel;Železný Brod;563871;721;721;0;;;;;;
7;4;3;Jan;Marušiak;MUDr.;Ph.D.;57;lékař - primář cévní chirurgie;Šimonovice;564460;721;721;0;;;;;;
7;4;4;Daniel;Hodík;MUDr.;;45;lékař;Turnov;577626;721;721;0;;;;;;
7;4;5;Antonín;Lízner;;;54;starosta Příšovic;Příšovice;564354;703;721;0;;;;;;
7;4;6;Robert;Korselt;Ing.;;43;obchodní ředitel;Liberec;563889;721;721;0;;;;;;
7;4;7;Michal;Hron;RNDr.;;64;daňový poradce;Liberec;563889;703;721;0;;;;;;
7;4;8;Karel;Heller;Mgr. Bc.;;37;učitel, vychovatel, zastupitel;Česká Lípa;561380;721;721;0;;;;;;
7;4;9;Vladimír;Stříbrný;;;44;starosta Heřmanic;Heřmanice;544353;703;721;0;;;;;;
7;4;10;Martin;Dušek;Ing.;;41;jednatel firmy, ekolog;Liberec;563889;721;721;0;;;;;;
7;4;11;Vladimír;Josífek;Mgr.;;38;radní, podnikatel;Tanvald;563820;721;721;0;;;;;;
7;4;12;Jaromír;Dvořák;Mgr.;;52;starosta Nového Boru;Nový Bor;561860;703;721;0;;;;;;
7;4;13;Michal;Loukota;Mgr.;;30;ředitel ZŠ;Turnov;577626;721;721;0;;;;;;
7;4;14;Jana;Čechová;Ing.;;50;místostarostka Jilemnice;Jilemnice;577197;99;721;0;;;;;;
7;4;15;Petr;Roubíček;Ing.;;49;živnostník;Jablonec nad Nisou;563510;721;721;0;;;;;;
7;4;16;Zdeněk;Chmelík;;;37;podnikatel;Hodkovice nad Mohelkou;564061;721;721;0;;;;;;
7;4;17;Daniel;David;Mgr.;;42;starosta Janova nad Nisou;Janov nad Nisou;563595;703;721;0;;;;;;
7;5;1;Jiří;Jirman;;;56;lyžař - několikanás. mistr ČR;Liberec;563889;785;192;0;;;;;;
7;5;2;Petr;Ceé;Ing.;;63;středoškolský učitel;Semily;576964;99;192;0;;;;;;
7;5;3;Věra;Strnadová;;;55;podnikatelka;Česká Lípa;561380;759;192;0;;;;;;
7;5;4;Josef;Kakrda;;;55;automobilový závodník;Jablonec nad Nisou;563510;785;192;0;;;;;;
7;5;5;Jan;Kopal;Mgr. Bc.;;35;historik, novinář;Maršovice;563714;759;192;0;;;;;;
7;5;6;Miroslava;Kubínová;;;35;podnikatelka;Liberec;563889;759;192;0;;;;;;
7;5;7;Jindřich;Jirotka;;;29;investiční technik;Česká Lípa;561380;99;192;0;;;;;;
7;5;8;Michal;Vencovský;;;46;ředitel spol. FOR-TIROP a.s.;Česká Lípa;561380;759;192;0;;;;;;
7;5;9;Ivona;Fidrantová;;;40;svobodné;Česká Lípa;561380;759;192;0;;;;;;
7;5;10;Michal;Maršálek;;;34;technický specialista IT;Česká Lípa;561380;99;192;0;;;;;;
7;5;11;Jan Adam;Pešek;;;61;rentiér;Železný Brod;563871;759;192;0;;;;;;
7;5;12;Petr;Pirunčík;;;39;OSVČ;Česká Lípa;561380;759;192;0;;;;;;
7;5;13;Milan;Vágner;;;68;judista-několikanás. mistr sv.;Liberec;563889;785;192;0;;;;;;
7;5;14;Radek;Šafránek;;;36;bezpečnostní pracovník;Jablonec nad Nisou;563510;759;192;0;;;;;;
7;5;15;Jaroslav;Musil;;;29;bojové ultimátní sporty;Liberec;563889;785;192;0;;;;;;
7;5;16;Jiří;Wawrečka;Ing.;;65;technik;Česká Lípa;561380;759;192;0;;;;;;
7;5;17;Ladislav;Kohout;;;62;president Sambo Federace ČR;Liberec;563889;785;192;0;;;;;;
7;6;1;Hana;Moudrá;Mgr.;;47;starostka města České Lípy;Česká Lípa;561380;53;53;0;;;;;;
7;6;2;Martin;Bobek;;;41;místostarosta města Č. Dubu;Český Dub;563960;53;53;0;;;;;;
7;6;3;Tomáš;Ploc;;;47;podnikatel;Harrachov;577081;53;53;0;;;;;;
7;6;4;Vít;Němeček;MUDr.;MBA;51;ředitel Nemocnice Jablonec;Jablonec nad Nisou;563510;53;53;0;;;;;;
7;6;5;Dan;Ramzer;Ing.;;44;starosta města Frýdlantu;Frýdlant;564028;53;53;0;;;;;;
7;6;6;Marek;Hotovec;Mgr.;;45;starosta města Smržovky;Smržovka;563811;53;53;0;;;;;;
7;6;7;Vít;Šlechta;MUDr.;;49;lékař;Libštát;577294;53;53;0;;;;;;
7;6;8;Petr;Sadílek;Mgr.;;52;starosta města Jablonného v P.;Jablonné v Podještědí;561631;53;53;0;;;;;;
7;6;9;Aleš;Hozdecký;;;40;ředitel odboru;Turnov;577626;53;53;0;;;;;;
7;6;10;Vladimír;Vojáček;Ing.;;48;učitel;Kruh;577243;53;53;0;;;;;;
7;6;11;Michal;Jaroš;Ing.;;67;analytik firemních procesů;Doksy;561495;53;53;0;;;;;;
7;6;12;Václav;Podzimek;Ing.;;43;auditor, daňový poradce;Liberec;563889;53;53;0;;;;;;
7;6;13;Petr;Beitl;Ing.;;46;primátor města Jablonce n. N.;Jablonec nad Nisou;563510;53;53;0;;;;;;
7;6;14;Vladimír;Poudera;;;40;živnostník - elektro;Česká Lípa;561380;53;53;0;;;;;;
7;6;15;Miroslava;Kynčlová;Ing.;;54;ekonomka města;Jilemnice;577197;53;53;0;;;;;;
7;6;16;Stanislav;Burdys;;;67;živnostník;Liberec;563889;53;53;0;;;;;;
7;6;17;Ivana;Weberová;JUDr.;;37;advokátka;Jablonec nad Nisou;563510;53;53;0;;;;;;
7;7;1;Milan;Cina;;;36;sanitář;Česká Lípa;561380;794;794;0;;;;;;
7;7;2;Patrik;Kotlár;;;25;pracovník v sociál. službách;Tanvald;563820;794;794;0;;;;;;
7;7;3;Jiří;Netušil;;;56;OSVČ;Jablonec nad Nisou;563510;794;794;0;;;;;;
7;9;1;Jan;Korytář;Mgr.;;41;ekolog, manažer, předseda pol.;Liberec;563889;771;771;0;;;;;;
7;9;2;Karolína;Hrbková;Ing.;;32;zahradní a krajin. architektka;Liberec;563889;99;771;0;;;;;;
7;9;3;Vladimír;Opatrný;Ing.;;67;podnikatel;Jablonec nad Nisou;563510;99;771;0;;;;;;
7;9;4;Lenka;Ackermannová;;;37;koordinátor mateřských center;Jablonec nad Nisou;563510;99;771;0;;;;;;
7;9;5;Petr;Jeník;;;34;živnostník;Česká Lípa;561380;99;771;0;;;;;;
7;9;6;Květoslava;Morávková;Mgr.;;47;botanička;Liberec;563889;99;771;0;;;;;;
7;9;7;Daniel;Schneeberger;MUDr.;;56;primář dětské léčebny Cvikov;Nový Bor;561860;99;771;0;;;;;;
7;9;8;Zuzana;Kocumová;Bc.;;34;statutární náměstkyně hejtmana;Liberec;563889;771;771;0;;;;;;
7;9;9;Jiří;Kohoutek;;;52;člen kulturní komise města;Turnov;577626;144;771;0;;;;;;
7;9;10;Šárka;Mazánková;Mgr.;;44;zást. ved. Správy CHKO Jiz. h.;Hejnice;564044;99;771;0;;;;;;
7;9;11;Ondřej;Petrovský;Mgr.;;32;ředitel nadace;Liberec;563889;99;771;0;;;;;;
7;9;12;Lenka;Hřibová;PaedDr.;;47;lektorka environment. výchovy;Semily;576964;99;771;0;;;;;;
7;9;13;Jiří;Malec;Mgr.;;50;bývalý reprezentant ČR;Vlastiboř;563846;99;771;0;;;;;;
7;9;14;Pavlína;Lomičová;Mgr.;;47;učitelka na SŠ;Česká Lípa;561380;99;771;0;;;;;;
7;9;15;Stanislav;Kynčl;;;49;trenér atletiky;Jilemnice;577197;99;771;0;;;;;;
7;9;16;Alena;Závůrková;Bc.;;43;spec. ve vzdělávání dospělých;Jablonec nad Nisou;563510;99;771;0;;;;;;
7;9;17;Jaromír;Baxa;PhDr.;Ph.D.;31;VŠ učitel a vědec. prac. UK;Liberec;563889;99;771;0;;;;;;
7;10;1;Otto;Jarolímek;RNDr.;CSc.;52;vysokošk. pedagog a podnikatel;Turnov;577626;24;716;0;;;;;;
7;10;2;Hana;Stanislavová;;;47;řem. práce a řízení chr. dílny;Doksy;561495;716;716;0;;;;;;
7;10;3;Milan;Šulc;Ing.;;47;podnikatel ve stavebnictví;Liberec;563889;793;716;0;;;;;;
7;10;4;Klára Maria;Čácha;;;28;OSVČ - finanční poradkyně;Varnsdorf;562882;716;716;0;;;;;;
7;10;5;Petr;Černý;Ing. Mgr.;;39;předseda představenstva SBD;Liberec;563889;793;716;0;;;;;;
7;10;6;Martin;Rejman;;;73;politik a publicista;Praha 2;500089;24;716;0;;;;;;
7;10;7;Josef;Lukavec;;;65;starosta obce Velký Valtinov;Velký Valtinov;562203;703;716;0;;;;;;
7;10;8;Jakub;Šafránek;Ing.;;29;geolog;Krásná Lípa;562611;24;716;0;;;;;;
7;10;9;Břetislav;Jansa;;;63;živnostník - fotograf;Turnov;577626;99;716;0;;;;;;
7;10;10;Lenka;Krajbichová;;;49;podnikatelka-majitelka lékárny;Liberec;563889;793;716;0;;;;;;
7;10;11;Jana;Prokopičová;;;31;OSVČ-poradkyně v telekomunik.;Varnsdorf;562882;716;716;0;;;;;;
7;10;12;Ivan František;Herbst;;;68;starosta obce Všeň;Všeň;577677;99;716;0;;;;;;
7;10;13;Jiří;Pavlík;;;42;montážní specialista;Krásná Lípa;562611;24;716;0;;;;;;
7;10;14;Tomáš;Hnízdil;;;40;živnostník-revize plyn.zaříz.;Liberec;563889;793;716;0;;;;;;
7;10;15;Tomáš;Kopřiva;;;28;obchodník;Holice;574988;716;716;0;;;;;;
7;10;16;Věra;Dostrašilová;;;49;reklama a marketing;Liberec;563889;793;716;0;;;;;;
7;10;17;Vladimír;Marek;;;69;důchodce;Zdislava;564541;24;716;0;;;;;;
7;11;1;Kamil Jan;Svoboda;;;34;nám. primátorky města Liberec;Liberec;563889;1;1;0;;;;;;
7;11;2;Michael;Vraný;MUDr.;;60;lékař;Jablonec nad Nisou;563510;1;1;0;;;;;;
7;11;3;Václav;Nosek;;;62;technik;Jablonec nad Jizerou;577162;1;1;0;;;;;;
7;11;4;Jan;Dušánek;;;29;konstruktér;Česká Lípa;561380;1;1;0;;;;;;
7;11;5;Pavel;Jiran;Ing.;;56;ředitel zemědělské firmy;Studenec;577553;1;1;0;;;;;;
7;11;6;Karel;Mňuk;;;55;podnikatel;Kořenov;563668;99;1;0;;;;;;
7;11;7;Josef;Ježek;Ing.;;67;podnikatel;Liberec;563889;1;1;0;;;;;;
7;11;8;Josef;Gut;MUDr.;;56;primář dětského oddělení;Nový Bor;561860;1;1;0;;;;;;
7;11;9;Václav;Zahrádka;;DiS.;33;referent životního prostředí;Semily;576964;1;1;0;;;;;;
7;11;10;Zdeňka;Rákosová;MUDr.;;62;lékařka a podnikatelka;Železný Brod;563871;1;1;0;;;;;;
7;11;11;Daniel;Kalenda;;;24;student historie;Liberec;563889;1;1;0;;;;;;
7;11;12;Atanas;Zachov;Ing.;;51;živnostník;Doksy;561495;1;1;0;;;;;;
7;11;13;Pavel;Janata;;;36;stavební projektant;Libštát;577294;99;1;0;;;;;;
7;11;14;Josef;Macek;JUDr.;;64;právník;Jablonec nad Nisou;563510;1;1;0;;;;;;
7;11;15;Jan;Marek;Mgr.;;34;projektový manažer;Liberec;563889;99;1;0;;;;;;
7;11;16;Vilém;Zahrádka;JUDr.;;62;OSVČ;Turnov;577626;1;1;0;;;;;;
7;11;17;Jiří;Veselka;;;69;podnikatel;Tanvald;563820;1;1;0;;;;;;
7;13;1;Lubomír;Langhammer;;;47;informatik;Jesenný;577171;137;137;0;;;;;;
7;13;2;Eliška;Marková;Bc.;;24;studující VŠ;Česká Lípa;561380;2;137;0;;;;;;
7;13;3;Hana;Dašková;Ing.;;48;koordinátorka sociál. služeb;Malá Skála;563706;99;137;0;;;;;;
7;13;4;Jiří;Janeček;;;64;OSVČ;Liberec;563889;99;137;0;;;;;;
7;13;5;Jiří;Votoček;;;59;OSVČ, farmář, country zpěvák;Lučany nad Nisou;563692;99;137;0;;;;;;
7;13;6;Josef;Jína;;;56;podnikatel, výrobce graf. lisů;Semily;576964;99;137;0;;;;;;
7;13;7;Ivana;Halamová;;;45;dětská zdravotní sestra;Jablonec nad Nisou;563510;99;137;0;;;;;;
7;13;8;Viléma;Flejberková;;;59;obch.zástupce Pivovaru Svijany;Liberec;563889;99;137;0;;;;;;
7;13;9;Elena;Pohlová;;;24;studující VŠ;Turnov;577626;99;137;0;;;;;;
7;13;10;Kateřina;Jínová;;DiS.;28;sociální pracovnice;Bradlecká Lhota;577014;99;137;0;;;;;;
7;13;11;Helena;Martínková;;;48;živnostnice;Doksy;561495;99;137;0;;;;;;
7;13;12;Alena;Knopová;;;41;malířka skla;Nový Bor;561860;99;137;0;;;;;;
7;13;13;Jana;Olšová;;;43;servírka;Kořenov;563668;99;137;0;;;;;;
7;13;14;Monika;Mikšová;;;40;cukrářka;Tanvald;563820;99;137;0;;;;;;
7;13;15;Miluše;Vaníčková;;;54;chovatelka hospod. zvířat;Železný Brod;563871;99;137;0;;;;;;
7;13;16;Jana;Szittyayová;;;47;hostinská;Mimoň;561835;99;137;0;;;;;;
7;13;17;Adéla;Kobrlová;;;36;brusička skla;Smržovka;563811;99;137;0;;;;;;
7;15;1;Jan;Nezmar;Ing.;;36;sport. řed. FC Slovan Liberec;Hlavnice;553093;99;724;0;;;;;;
7;15;2;Stanislav;Eichler;Mgr.;;53;podnikatel a finanční manažer;Český Dub;563960;785;724;0;;;;;;
7;15;3;Jaroslav;Masopust;;;56;podnikatel;Praha 2;500089;724;724;0;;;;;;
7;15;4;Ivo;Jörg;MUDr.;;61;primář interního oddělení;Jablonec nad Nisou;563510;99;724;0;;;;;;
7;15;5;Antonín;Slováček;;;70;klarinetista, saxofonista;Praha 10;500224;99;724;0;;;;;;
7;15;6;Pavel;Kuttler;Ing.;;40;technik - energ. specialista;Jablonec nad Nisou;563510;724;724;0;;;;;;
7;15;7;Jiří;Cihlář;Ing.;;57;jednatel obchodní společnosti;Liberec;563889;724;724;0;;;;;;
7;15;8;Jakub;Charousek;;;21;student politologie;Doksy;561495;724;724;0;;;;;;
7;15;9;Martina;Sejkorová;;DiS.;48;lektorka anglického jazyka;Nový Bor;561860;724;724;0;;;;;;
7;15;10;Michal;Krákora;;;33;auditor kvality, bezp. práce;Liberec;563889;724;724;0;;;;;;
7;15;11;Helena;Koutková;Mgr.;;43;pedagog na VŠ K. Engliše;Liberec;563889;724;724;0;;;;;;
7;15;12;Miroslav;Matěcha;Mgr.;;69;středoškolský učitel;Jablonec nad Nisou;563510;724;724;0;;;;;;
7;15;13;Eva;Štěpánková;;;48;zdravotní sestra;Jablonec nad Nisou;563510;724;724;0;;;;;;
7;15;14;Jaromír;Červenka;;;32;živnostník v pohostinství;Jablonec nad Nisou;563510;724;724;0;;;;;;
7;15;15;Zbyněk;Rulec;;;58;podnikatel ve stavebnictví;Svijanský Újezd;564435;724;724;0;;;;;;
7;15;16;Jan;Struž;Ing.;;64;předs. sdružení CZECH TOP 100;Praha 3;500097;724;724;0;;;;;;
7;15;17;Miroslav;Grégr;Doc. Ing.;;83;býv.ministr průmyslu a obchodu;Klecany;538311;99;724;0;;;;;;
7;17;1;Jana;Hnyková;;;49;zdravotní sestra;Velké Hamry;563838;99;792;0;;;;;;
7;17;2;Lukáš;Sagan;;;30;živnostník;Velké Hamry;563838;99;792;0;;;;;;
7;17;3;Zdeněk;Vohnout;;;56;radiologický asistent;Jilemnice;577197;99;792;0;;;;;;
7;17;4;Miluše;Váňová;;;52;zdravotní sestra;Česká Lípa;561380;99;792;0;;;;;;
7;17;5;Stanislav;Nožička;Mgr.;;52;inspektor;Liberec;563889;99;792;0;;;;;;
7;17;6;Štefan;Kušnierik;Ing.;;64;projektant;Žandov;562297;99;792;0;;;;;;
7;17;7;Hana;Vodičková;;;46;vedoucí oddělení;Vysoké nad Jizerou;577693;99;792;0;;;;;;
7;17;8;Milan;Jebavý;;;37;manager;Roztoky u Jilemnice;577499;99;792;0;;;;;;
7;17;9;Růžena;Joštová;;;59;finanční poradce;Liberec;563889;99;792;0;;;;;;
7;17;10;Josef;Šikola;;;65;důchodce;Jablonec nad Nisou;563510;99;792;0;;;;;;
7;17;11;Eduard;Seibert;;;65;stavitel;Jilemnice;577197;99;792;0;;;;;;
7;17;12;Viera;Ramešová;;;60;zdravotní sestra;Cvikov;561479;99;792;0;;;;;;
7;17;13;František;Baroch;;;52;vedoucí dílen ve stav. org.;Česká Lípa;561380;99;792;0;;;;;;
7;17;14;Nela;Pospíšilová;;;29;živnostník;Plavy;563757;99;792;0;;;;;;
7;17;15;Jan;Bartoň;;;40;pracovník v soc. službách;Držkov;563561;99;792;0;;;;;;
7;17;16;Kateřina;Pšeničková;;;45;učitelka;Jilemnice;577197;99;792;0;;;;;;
7;17;17;Soňa;Zuzánková;;;44;administrativní pracovnice;Jablonec nad Jizerou;577162;99;792;0;;;;;;
7;18;1;Martin;Zbela;;;36;bezpečnostní manažer;Jihlava;586846;156;156;0;;;;;;
7;18;2;Jindřich;Nestler;;;38;obchodní referent;Harrachov;577081;156;156;0;;;;;;
7;18;3;Pavel;Trojan;;;45;živnostník;Mníšek;564231;156;156;0;;;;;;
7;18;4;Pavel;Šrytr;;;49;bezpečnostní technik;Železný Brod;563871;156;156;0;;;;;;
7;18;5;Lubomír;Péči;;;50;umělecký tatér;Jindřichovice pod Smrkem;564133;99;156;0;;;;;;
7;18;6;Radoslav;Škubník;;;38;obchodní ředitel;Rychnov u Jablonce nad Nisou;563790;156;156;0;;;;;;
7;18;7;Martina;Blašková;Bc.;;45;asistentka jednatele;Cheb;554481;99;156;0;;;;;;
7;18;8;Andrea;Červášková;;;39;malířka skla;Nový Bor;561860;156;156;0;;;;;;
7;18;9;Soňa;Novotná;;;44;kuchařka;Lučany nad Nisou;563692;99;156;0;;;;;;
7;18;10;Stanislav;Domalíp;;;53;invalidní důchodce;Liberec;563889;156;156;0;;;;;;
7;18;11;Ondřej;Paldus;;;37;živnostník;Jablonec nad Nisou;563510;156;156;0;;;;;;
7;18;12;Libor;Hartig;;;23;topič;Nový Bor;561860;156;156;0;;;;;;
7;18;13;Šárka;Doušová;;;43;taneční choreografka;Nový Bor;561860;156;156;0;;;;;;
7;18;14;Petr;Nosek;;;29;zedník;Rychnov u Jablonce nad Nisou;563790;156;156;0;;;;;;
7;18;15;Miroslav;Procházka;;;43;údržbář;Doksy;561495;99;156;0;;;;;;
7;18;16;Lukáš;Mateička;;;44;podnikatel;Prysk;561991;156;156;0;;;;;;
7;18;17;Jiřina;Gutzerová;;;37;ošetřovatelka;Kryry;566314;156;156;0;;;;;;
7;20;1;Martin;Komárek;PhDr.;;52;programový manažer;Praha 5;500143;768;768;0;;;;;;
7;20;2;Tibor;Batthyány;;;35;projektový manažer v IT;Liberec;563889;768;768;0;;;;;;
7;20;3;Jana;Pastuchová;Bc.;;48;zdr.pracovník záchranné služby;Jablonec nad Nisou;563510;768;768;0;;;;;;
7;20;4;Miloš;Rejmont;MUDr.;;56;lékař;Turnov;577626;768;768;0;;;;;;
7;20;5;Rostislav;Chlupáč;;;62;podnikatel;Semily;576964;768;768;0;;;;;;
7;20;6;Miroslav;Strnad;Ing.;;46;ekonomický a projekt. manažer;Česká Lípa;561380;768;768;0;;;;;;
7;20;7;Filip;Galnor;Ing.;;35;vedoucí odd. provozu a správy;Liberec;563889;768;768;0;;;;;;
7;20;8;Milan;Adamec;Bc.;;49;vedoucí odd. státní správy;Nový Bor;561860;768;768;0;;;;;;
7;20;9;Josef;Matura;Ing.;;51;tajemník městského úřadu;Chuchelna;577154;768;768;0;;;;;;
7;20;10;Aleš;Zeler;;;42;živnostník;Liberec;563889;768;768;0;;;;;;
7;20;11;Petr;Balous;;;51;přejímací technik;Lučany nad Nisou;563692;768;768;0;;;;;;
7;20;12;Jaroslav;Schneider;;;57;pekař;Liberec;563889;768;768;0;;;;;;
7;20;13;Stanislav;Říha;Ing.;DiS.;30;OSVČ;Jablonec nad Nisou;563510;99;768;0;;;;;;
7;20;14;Nikolaos;Iliadis;Mgr.;;25;advokátní koncipient;Liberec;563889;768;768;0;;;;;;
7;20;15;Alena;Šafránková;;;47;odb. referentka hygieny výživy;Česká Lípa;561380;768;768;0;;;;;;
7;20;16;Zbyněk;Šrámek;;;37;technik;Liberec;563889;768;768;0;;;;;;
7;20;17;Petr;Neuhäuser;;;42;podnikatel;Liberec;563889;768;768;0;;;;;;
7;21;1;Stanislav;Mackovík;Bc.;;46;ředitel Zdrav.záchranné služby;Pertoltice pod Ralskem;514276;47;47;0;;;;;;
7;21;2;František;Pešek;Ing.;;67;konstruktér;Jablonec nad Nisou;563510;47;47;0;;;;;;
7;21;3;Věra;Skřivánková;Mgr.;;59;právnička;Liberec;563889;99;47;0;;;;;;
7;21;4;Jaroslav;Havelka;Mgr.;;62;podnikatel;Liberec;563889;47;47;0;;;;;;
7;21;5;Lukáš;Čížek;;;34;předseda OV KSČM Semily;Semily;576964;47;47;0;;;;;;
7;21;6;Oldřich;Panc;;;48;vedoucí odd. České pošty;Česká Lípa;561380;47;47;0;;;;;;
7;21;7;Alena;Košťáková;;;59;sociální pracovnice;Turnov;577626;47;47;0;;;;;;
7;21;8;František;Chot;;;52;tajemník Libereckého KV KSČM;Česká Lípa;561380;47;47;0;;;;;;
7;21;9;Alexandr;Šedivý;;;50;hudebník;Liberec;563889;47;47;0;;;;;;
7;21;10;Bohumila;Ginzelová;Ing.;;62;ekonomka;Česká Lípa;561380;47;47;0;;;;;;
7;21;11;Helena;Šafaříková;Ing.;;63;ekonomka;Liberec;563889;47;47;0;;;;;;
7;21;12;Marie;Nedvědová;JUDr.;;57;advokátka;Česká Lípa;561380;47;47;0;;;;;;
7;21;13;Jan;Malec;Ing.;;44;referent systému jakosti;Stráž pod Ralskem;562092;99;47;0;;;;;;
7;21;14;Miloš;Tita;Ing.;;56;komisař požár. a civil.ochrany;Ralsko;562017;99;47;0;;;;;;
7;21;15;Kateřina;Klikarová;;;29;administrativní pracovnice;Liberec;563889;47;47;0;;;;;;
7;21;16;Václav;Větrovec;;;55;vedoucí výkupu Kovošrot;Kravaře;561720;47;47;0;;;;;;
7;21;17;Taťjana;Nováková;;;61;účetní;Jablonec nad Nisou;563510;47;47;0;;;;;;
7;22;1;Jaroslav;Král;JUDr.;CSc.;61;právník;Praha 5;500143;764;764;0;;;;;;
7;22;2;Jitka;Charvátová;PhDr.;;45;psycholožka;Liberec;563889;99;764;0;;;;;;
7;22;3;Martin;Palouš;;;25;manažer;Liberec;563889;764;764;0;;;;;;
7;22;4;Eva;Trsová;JUDr.;;50;právnička;Liberec;563889;764;764;0;;;;;;
7;22;5;František;Vízek;PaedDr.;;72;důchodce;Jablonec nad Nisou;563510;764;764;0;;;;;;
7;22;6;Libor;Hampl;Mgr.;;62;učitel;Semily;576964;99;764;0;;;;;;
7;22;7;Stanislav;Vondráček;;;51;železniční technik ČD Cargo;Česká Lípa;561380;764;764;0;;;;;;
7;22;8;Jiří;Véle;;;23;student;Jablonec nad Nisou;563510;99;764;0;;;;;;
7;22;9;Leoš;Müller;;;25;elektromechanik;Liberec;563889;764;764;0;;;;;;
7;22;10;Lucie;Zahálková;;;24;finanční poradkyně;Jablonec nad Nisou;563510;764;764;0;;;;;;
7;22;11;Hana;Janová;;;31;terén.prac.probač. a mediač.s.;Česká Lípa;561380;764;764;0;;;;;;
7;22;12;Milena;Sedláčková;;;53;živnostnice;Frýdlant;564028;99;764;0;;;;;;
7;22;13;Aleš;Šlehofer;;;37;kuchař;Hrádek nad Nisou;564095;764;764;0;;;;;;
7;22;14;Michal;Vondrouš;;;39;živnostník v oboru lesnictví;Semily;576964;764;764;0;;;;;;
7;22;15;Roman;Lang;;;38;živnostník;Hrádek nad Nisou;564095;764;764;0;;;;;;
7;22;16;Jan;David;;;29;podnikatel;Liberec;563889;764;764;0;;;;;;
7;22;17;Vít;Strnádek;;;49;lakýrník;Semily;576964;764;764;0;;;;;;
7;23;1;Miroslav;Hudec;PhDr.;;61;psycholog;Česká Lípa;561380;5;5;0;;;;;;
7;23;2;Martina;Pokorná;Mgr.;;39;právnička;Turnov;577626;5;5;0;;;;;;
7;23;3;Milan;Přívratský;Ing.;;55;středoškolský učitel;Nový Bor;561860;5;5;0;;;;;;
7;23;4;Ivana;Jablonovská;;;38;prodavačka;Stráž pod Ralskem;562092;5;5;0;;;;;;
7;23;5;Vladimír;Jiříček;;;42;technický pracovník;Jablonec nad Nisou;563510;5;5;0;;;;;;
7;23;6;Jarmila;Skopová;PharmDr.;;55;lékárnice;Cvikov;561479;5;5;0;;;;;;
7;23;7;Patrik;Fikera;Bc.;;37;podnikatel;Liberec;563889;5;5;0;;;;;;
7;23;8;Emilie;Horáčková;;;49;sociální pracovnice;Ralsko;562017;767;5;0;;;;;;
7;23;9;Milan;Kubát;PaedDr.;;64;ředitel střední školy;Česká Lípa;561380;5;5;0;;;;;;
7;23;10;Vladimíra;Šumová;;;66;důchodkyně;Česká Lípa;561380;5;5;0;;;;;;
7;23;11;Josef;Jadrný;Ing.;;24;chemik, ekolog;Liberec;563889;5;5;0;;;;;;
7;23;12;Petr;Čížek;Bc. et Bc.;;24;student;Jablonec nad Nisou;563510;5;5;0;;;;;;
7;23;13;Monika;Rejnartová;;;40;stavařka;Česká Lípa;561380;5;5;0;;;;;;
7;23;14;Rastislav;Gončár;;;44;podnikatel;Stráž nad Nisou;544477;5;5;0;;;;;;
7;23;15;Michaela;Stelmachovičová;;;21;studentka;Nový Bor;561860;5;5;0;;;;;;
7;23;16;Jiří;Stránský;Mgr.;;50;učitel;Cvikov;561479;5;5;0;;;;;;
7;23;17;Roman;Rákosník;;;53;podnikatel;Praha 8;500208;5;5;0;;;;;;
8;1;1;Hana;Orgoníková;Ing.;;66;stavební inženýrka;Hradec Králové;569810;7;7;0;;;;;;
8;1;2;Robin;Böhnisch;PhDr.;;36;učitel;Mladé Buky;579548;7;7;0;;;;;;
8;1;3;Marian;Slodičák;doc. RNDr.;CSc.;62;vědecký pracovník;Opočno;542555;7;7;0;;;;;;
8;1;4;Jan;Birke;;;44;starosta Náchoda;Náchod;573868;7;7;0;;;;;;
8;1;5;Vladimír;Soběslav;Ing.;;58;ved. ekonomického odboru na KÚ;Nová Paka;573248;7;7;0;;;;;;
8;1;6;Lucie;Orgoníková;Ing.;;36;ekonom veř. správy, podnikatel;Hradec Králové;569810;7;7;0;;;;;;
8;1;7;Josef;Dvořák;;;57;radní Královéhradeckého kraje;Jičín;572659;7;7;0;;;;;;
