VOLKRAJ,N,2,0;KSTRANA,N,3,0;PORCISLO,N,2,0;JMENO,C,40;PRIJMENI,C,30;TITULPRED,C,20;TITULZA,C,15;VEK,N,2,0;POVOLANI,C,30;BYDLISTEN,C,40;BYDLISTEK,N,6,0;PSTRANA,N,3,0;NSTRANA,N,3,0;PLATNOST,N,1,0;POCHLASU,N,7,0;POCPROC,N,6,2;POCPROCVSE,N,6,2;MANDAT,N,1,0;PORADIMAND,N,2,0;PORADINAHR,N,2,0
1;1;1;Jaroslav;Zavadil;;;69;předseda ČMKOS;Nové Město nad Metují;574279;99;7;0;;;;;;
1;1;2;Štěpán;Stupčuk;JUDr.;;37;místostarosta Prahy 6;Praha;1;7;7;0;;;;;;
1;1;3;František;Adámek;Bc.;;58;pedagog;Praha;1;7;7;0;;;;;;
1;1;4;Hana;Nováková;;;55;zastupitelka;Praha;1;7;7;0;;;;;;
1;1;5;Karel;Klíma;Ing.;;37;ekonomický manažer;Praha;1;7;7;0;;;;;;
1;1;6;Miroslava;Oubrechtová;;;53;zástupkyně starosty;Praha;1;7;7;0;;;;;;
1;1;7;Pavol;Škrak;Ing.;;62;radní MČ Praha 1;Praha;1;7;7;0;;;;;;
1;1;8;Jana;Trková;MUDr.;;60;lékařka, zást. star. MČ Pha 15;Praha;1;7;7;0;;;;;;
1;1;9;David;Beňák;Mgr.;DiS.;34;úředník, VŠ pedagog na FF UK;Praha;1;7;7;0;;;;;;
1;1;10;Roman;Petrus;;;35;publicista, zastupitel;Praha;1;7;7;0;;;;;;
1;1;11;Michaela;Marksová;Mgr.;;44;pedagožka, publicistka;Praha;1;7;7;0;;;;;;
1;1;12;Jiří;Koskuba;MUDr.;;57;primář ll.int. Nem. Na Bulovce;Praha;1;7;7;0;;;;;;
1;1;13;Miroslav;Svoboda;Ing.;;51;ekonom;Praha;1;7;7;0;;;;;;
1;1;14;Miroslav;Václavek;Ing.;;58;dopravní expert;Praha;1;7;7;0;;;;;;
1;1;15;Karel;Šplíchal;PhDr.;;66;historik, zast. MČ Praha 4;Praha;1;7;7;0;;;;;;
1;1;16;Ondřej;Miffek;Ing.;Ph.D.;31;vicepresident Afgan Czech UC;Praha;1;7;7;0;;;;;;
1;1;17;Drahoslav;Matonoha;Ing.;;56;ředitel SŠT Zelený pruh;Praha;1;7;7;0;;;;;;
1;1;18;Leoš;Paclík;;;35;živnostník;Praha;1;7;7;0;;;;;;
1;1;19;Tomáš;Zahradnický;Ing.;Ph.D.;34;VŠ pedagog na ČVUT v Praze;Praha;1;7;7;0;;;;;;
1;1;20;Kateřina;Peštová;;;30;konzult. v obl. zdravotnictví;Praha;1;7;7;0;;;;;;
1;1;21;Marie;Vaicová;Ing.;;68;ekonom, zast. MČ Praha 17;Praha;1;7;7;0;;;;;;
1;1;22;Drahoslava;Krejčová;;;51;ředitelka OPS;Praha;1;7;7;0;;;;;;
1;1;23;Lenka;Majerová;Ing.;;69;středoškolská učitelka;Praha;1;7;7;0;;;;;;
1;1;24;Jiří;Vohlídal;Ing.;Ph.D.;37;programátor analytik;Praha;1;7;7;0;;;;;;
1;1;25;Emil;Voráček;PhDr.;DrSc.;63;vědecký pracovník HÚ AV ČR;Praha;1;7;7;0;;;;;;
1;1;26;Milan;Hejkrlík;Ing.;;35;ekonom;Praha;1;7;7;0;;;;;;
1;1;27;Ľubica;Riedlbauchová;Mgr.;;69;kurátorka výstav;Praha;1;7;7;0;;;;;;
1;1;28;Břetislav;Vodák;Ing.;;60;zást. starosty MČ Praha 14;Praha;1;7;7;0;;;;;;
1;1;29;Miloslav;Mandík;MUDr.;;47;chirurg, VŠ pedagog 1. LF UK;Praha;1;7;7;0;;;;;;
1;1;30;Hana;Halová;Mgr.;;60;právnička;Praha;1;7;7;0;;;;;;
1;1;31;Jiřina;Vondráková;;;62;členka RMČ Praha 10;Praha;1;7;7;0;;;;;;
1;1;32;Eva;Zikmundová;;;58;zastupitelka;Praha;1;7;7;0;;;;;;
1;1;33;Miloslav;Hanuš;;;52;novinář;Praha;1;7;7;0;;;;;;
1;1;34;Daniel;Rödig;Ing.;;37;auditor;Praha;1;7;7;0;;;;;;
1;1;35;Miloš;Balabán;PhDr.;Ph.D.;51;vědecký pracovník FSV UK;Praha;1;7;7;0;;;;;;
1;1;36;Pavel;Hodek;Mgr. Bc.;;39;manažer;Praha;1;7;7;0;;;;;;
1;2;1;Petr;Mach;Ing.;Ph.D.;38;vysokoškolský učitel;Praha;1;714;714;0;;;;;;
1;2;2;Radim;Smetka;;;25;student;Praha;1;714;714;0;;;;;;
1;2;3;Miloslav;Bednář;prof. PhDr.;CSc.;65;vědecký pracovník;Praha;1;714;714;0;;;;;;
1;2;4;Jiří;Kubíček;Ing.;;33;podnikatel IT;Praha;1;714;714;0;;;;;;
1;2;5;Jan;Polanecký;Ing.;;36;bankéř;Praha;1;714;714;0;;;;;;
1;2;6;Alice;Hejdová;;;40;OSVČ;Praha;1;714;714;0;;;;;;
1;2;7;Petr;Potužník;MUDr.;;44;lékař;Praha;1;714;714;0;;;;;;
1;2;8;Damir;Špoljarič;;;25;podnikatel IT;Praha;1;714;714;0;;;;;;
1;2;9;Jiří;Strachota;Mgr.;CSc.;66;fyzik;Praha;1;714;714;0;;;;;;
1;2;10;Pavel;Pešan;Bc.;;39;regionalista;Praha;1;714;714;0;;;;;;
1;2;11;Fronéma;Virglerová;;;26;programátorka;Praha;1;714;714;0;;;;;;
1;2;12;Tomáš;Krása;Ing.;;42;vývojář počítačových programů;Praha;1;714;714;0;;;;;;
1;2;13;Roman;Csirik;Ing.;;42;zkušební technik;Praha;1;714;714;0;;;;;;
1;2;14;Pavel;Strunz;RNDr.;CSc.;49;vědecký pracovník;Praha;1;714;714;0;;;;;;
1;2;15;Kateřina;Kykalová Ramešová;;;48;podnikatelka;Praha;1;714;714;0;;;;;;
1;2;16;Tomáš;Hanzák;Mgr.;;30;analytik;Praha;1;714;714;0;;;;;;
1;2;17;Pavel;Mikulášek;Ing.;;47;stavební technik;Praha;1;714;714;0;;;;;;
1;2;18;Erik;Vlach;;;35;řidič;Praha;1;714;714;0;;;;;;
1;2;19;Hana;Haurythun;Mgr. Bc.;;32;aplikační manažer v bance;Praha;1;714;714;0;;;;;;
1;2;20;Zdislav;Růžička;;;63;knihkupec;Praha;1;714;714;0;;;;;;
1;2;21;Jan;Effenberger;;;68;pěstoun;Praha;1;714;714;0;;;;;;
1;2;22;Jan;Skalický;Ing.;;52;OSVČ;Praha;1;714;714;0;;;;;;
1;2;23;Filip;Liegert;Ing.;;34;vedoucí týmu v IT;Praha;1;714;714;0;;;;;;
1;2;24;Jáchym;Kouba;;;26;živnostník;Praha;1;714;714;0;;;;;;
1;2;25;Tomáš;Dohnal;Ing.;;30;manažer;Praha;1;714;714;0;;;;;;
1;2;26;Tomáš;Štampach;Bc.;;29;vědecký pracovník;Praha;1;714;714;0;;;;;;
1;2;27;Pavel;Štross;Bc.;;26;informatik;Praha;1;714;714;0;;;;;;
1;2;28;Daniel;Steigerwald;;;33;software developer;Praha;1;714;714;0;;;;;;
1;2;29;Jaroslav;Douša;;;48;elektronik;Praha;1;714;714;0;;;;;;
1;2;30;Jiří;Rybář;;;25;IT konzultant, designér;Praha;1;714;714;0;;;;;;
1;2;31;Petr;Sýkora;Mgr.;;28;asistent soudce;Praha;1;714;714;0;;;;;;
1;2;32;Veronika;Miňovská;Ing.;;26;marketing manager;Praha;1;714;714;0;;;;;;
1;2;33;Karel;Janda;Ing.;;33;konzultant, živnostník;Praha;1;714;714;0;;;;;;
1;2;34;Alois;Sečkár;Bc.;;25;student;Praha;1;714;714;0;;;;;;
1;2;35;Alice;Holubová;;;28;účetní;Praha;1;714;714;0;;;;;;
1;2;36;Robert;Kefurt;;;50;IT expert;Praha;1;714;714;0;;;;;;
1;3;1;Ivan;Bartoš;PhDr.;PhD;33;systémový architekt;Praha;1;720;720;0;;;;;;
1;3;2;Lenka;Wagnerová;PhDr.;;52;pedagožka, psycholožka;Praha;1;720;720;0;;;;;;
1;3;3;Jakub;Michálek;Mgr. Bc.;;24;právník;Praha;1;720;720;0;;;;;;
1;3;4;Ondřej;Profant;;;25;kyberaktivista;Praha;1;720;720;0;;;;;;
1;3;5;Robert;Veverka;;;36;konopný aktivista, vydavatel;Praha;1;99;720;0;;;;;;
1;3;6;Ivan;Dérer;Ing.;;46;bloger, spisovatel;Praha;1;99;720;0;;;;;;
1;3;7;Jana;Michailidu;;;23;studentka biotechnologie léčiv;Petrovice u Karviné;599077;720;720;0;;;;;;
1;3;8;Ondřej;Kallasch;;;22;barman;Praha;1;720;720;0;;;;;;
1;3;9;Michaela;Krausová;;;21;idealistická realistka;Praha;1;720;720;0;;;;;;
1;3;10;Viktor;Mahrik;;;31;specialista internet. výzkumů;Praha;1;720;720;0;;;;;;
1;3;11;Ivan;Mikoláš;Ing.;;48;technik;Praha;1;720;720;0;;;;;;
1;3;12;Jan;Podhajský;Mgr.;;37;sociolog;Praha;1;720;720;0;;;;;;
1;3;13;Lukáš;Findeis;;;28;konzultant služeb;Praha;1;720;720;0;;;;;;
1;3;14;Michael;Polák;;;39;podnikatel v oboru int. přip.;Praha;1;720;720;0;;;;;;
1;3;15;Vladislav;Tobias Esner;;;31;poradce, školitel, logistik;Praha;1;720;720;0;;;;;;
1;3;16;Aleš;Sůra;Ing. Bc.;;36;aplikační inženýr;Praha;1;720;720;0;;;;;;
1;3;17;Sebastian;Holovský;;;28;student psychologie;Praha;1;720;720;0;;;;;;
1;3;18;Karel;Světnička;Mgr. et Bc.;;53;právník;Havířov;555088;99;720;0;;;;;;
1;3;19;Patrick;Kheck;Mgr.;;32;státní zaměstnanec;Praha;1;99;720;0;;;;;;
1;3;20;Pavel;Bakovský;;;21;student ČVUT;Svor;562131;720;720;0;;;;;;
1;3;21;Josef;Matoušek;;;57;vedoucí spol. pro ochranu P.Ú.;Praha;1;99;720;0;;;;;;
1;4;1;Karel;Schwarzenberg;;;75;politik;Sýkořice;542466;721;721;0;;;;;;
1;4;2;Stanislav;Polčák;JUDr.;;33;pedagog, právník;Praha;1;166;721;0;;;;;;
1;4;3;Daniel;Korte;PhDr.;;60;klasický filolog;Praha;1;721;721;0;;;;;;
1;4;4;Gabriela;Pecková;MUDr.;;56;lékař;Praha;1;721;721;0;;;;;;
1;4;5;František;Laudát;Ing.;;53;živnostník;Praha;1;721;721;0;;;;;;
1;4;6;Markéta;Adamová;Ing.;;29;radní MČ Praha 8;Praha;1;721;721;0;;;;;;
1;4;7;Jiří;Koubek;Mgr.;;37;starosta MČ Praha - Libuš;Praha;1;721;721;0;;;;;;
1;4;8;Martin;Plíšek;Mgr.;;38;právník;Praha;1;721;721;0;;;;;;
1;4;9;Zuzana;Chlupáčová;JUDr.;;58;právnička, členka správní rady;Praha;1;166;721;0;;;;;;
1;4;10;Petr;Valchář;;;26;asistent prodeje;Liptál;544396;99;721;0;;;;;;
1;4;11;Pavlina;Hájková;Mgr.;;52;komunální zastupitelka MČ;Praha;1;721;721;0;;;;;;
1;4;12;Radek;Vondra;Bc.;;41;starosta MČ Praha 14;Praha;1;721;721;0;;;;;;
1;4;13;Otto;Schwarz;MUDr.;;60;lékař;Praha;1;721;721;0;;;;;;
1;4;14;Karel;Korba;Ing.;;45;ekonom;Praha;1;721;721;0;;;;;;
1;4;15;Jakub;Lapáček;Mgr.;;32;právník;Praha;1;721;721;0;;;;;;
1;4;16;Helena;Frankenbergerová;Ing.;;64;zastupitelka MČ Praha 6;Praha;1;721;721;0;;;;;;
1;4;17;Stanislav;Vlček;;;50;podnikatel;Praha;1;721;721;0;;;;;;
1;4;18;Jan;Volšík;;MBA;43;obchodní manažer;Praha;1;721;721;0;;;;;;
1;4;19;Jan;Stárek;;;30;zaměstnanec telekom. spol.;Praha;1;721;721;0;;;;;;
1;4;20;Martin;Dlouhý;doc. Ing. Mgr.;Dr., MSc;43;vysokoškolský učitel;Praha;1;721;721;0;;;;;;
1;4;21;Karel;Ulm;Mgr.;;32;historik;Praha;1;721;721;0;;;;;;
1;4;22;Michal;Narovec;Ing.;;40;obchodní inženýr;Praha;1;721;721;0;;;;;;
1;4;23;Michal;Jiřík;;;43;místostarosta MČ;Praha;1;721;721;0;;;;;;
1;4;24;Jana;Nowaková Těmínová;JUDr.;;50;radní MČ Praha 9;Praha;1;721;721;0;;;;;;
1;4;25;Tomáš;Slabihoudek;;;35;radní MČ  Praha 8;Praha;1;721;721;0;;;;;;
1;4;26;Jan;Sova;Mgr.;;32;projektový manažer;Praha;1;721;721;0;;;;;;
1;4;27;Naděžda;Pasiarová;;;57;zdravotní sestra;Praha;1;721;721;0;;;;;;
1;4;28;Jan;Vašíček;Ing.;;39;ekonom;Praha;1;721;721;0;;;;;;
1;4;29;Marek;Doležal;Ing.;;43;místostarosta MČ Praha 9;Praha;1;721;721;0;;;;;;
1;4;30;Jana;Cagašová;Bc.;;28;politolog;Praha;1;721;721;0;;;;;;
1;4;31;Vladimír;Mužík;Bc.;;39;podnikatel;Praha;1;721;721;0;;;;;;
1;4;32;Monika;Krobová Hášová;JUDr.;;50;advokátka;Praha;1;721;721;0;;;;;;
1;4;33;Jan;Šnajdr;Ing.;;42;ekonom;Praha;1;721;721;0;;;;;;
1;4;34;Zuzana;Bonhomme Hankeová;MUDr.;MIB;54;lékařka, ředitelka nemocnice;Praha;1;721;721;0;;;;;;
1;4;35;Milan;Urban;Dr. Ing.;;53;architekt;Praha;1;721;721;0;;;;;;
1;4;36;Jan;Petr;Mgr.;;34;úředník;Praha;1;721;721;0;;;;;;
1;5;1;Bohumil;Zoufalík;Mgr.;;45;starosta MČ Praha 10;Praha;1;99;192;0;;;;;;
1;5;2;Miroslav;Zelený;Ing.;;43;starosta MČ Praha 5;Praha;1;774;192;0;;;;;;
1;5;3;Pavel;Caldr;;;36;starosta MČ Praha 4;Praha;1;99;192;0;;;;;;
1;5;4;Gabriela;Kloudová;Ing.;;31;zastupitelka MČ Praha 13;Praha;1;99;192;0;;;;;;
1;5;5;Jiří;Janeček;;;39;zakladatel pravé frakce;Praha;1;99;192;0;;;;;;
1;5;6;Jozef;Lucák;;;28;specialista marketingu;Praha;1;785;192;0;;;;;;
1;5;7;Naděžda;Kratochvílová;JUDr.;;49;místostarostka MČ Praha 5;Praha;1;774;192;0;;;;;;
1;5;8;Michaela;Jakubův;;;37;ředitelka sekret. pol. strany;Praha;1;759;192;0;;;;;;
1;5;9;Eugen;Satran;;;26;zastupitel MČ Praha 12;Praha;1;774;192;0;;;;;;
1;5;10;Petr;Pulec;;;43;zastupitel MČ Praha 2;Praha;1;774;192;0;;;;;;
1;5;11;Daniel;Solis;Lic.;LL.M.;45;politolog;Praha;1;774;192;0;;;;;;
1;5;12;Kryštof;Kindler;;;35;technik;Praha;1;79;192;0;;;;;;
1;5;13;Martin;Olišar;Ing.;;37;ředitel neziskové organizace;Praha;1;99;192;0;;;;;;
1;5;14;Martina;Vojíková Vítková;;;38;redaktorka,zastupitelka MČP-17;Praha;1;759;192;0;;;;;;
1;5;15;Petra;Bártová;Mgr.;;49;podnikový právník;Praha;1;759;192;0;;;;;;
1;5;16;Jana;Prokešová;Mgr.;;43;manažerka domova soc. služeb;Praha;1;99;192;0;;;;;;
1;5;17;Daniel;Kůs;Ing.;;41;manažer;Praha;1;774;192;0;;;;;;
1;5;18;René;Pavlů;;;48;živnostník;Praha;1;99;192;0;;;;;;
1;5;19;Hana;Štěpánková;;;35;úřednice;Praha;1;99;192;0;;;;;;
1;5;20;Karel;Kasal;;;63;producent, zakl. rádia Beat;Praha;1;99;192;0;;;;;;
1;5;21;Josef;Vávra;Ing.;;60;obchodní manažer;Praha;1;759;192;0;;;;;;
1;5;22;Natália;Krausová;Bc.;;41;mediální specialistka;Praha;1;99;192;0;;;;;;
1;5;23;Hana;Pavlíková;Mgr.;;46;psycholog;Praha;1;99;192;0;;;;;;
1;5;24;Tomáš;Brotánek;Bc.;;35;živnostník;Praha;1;99;192;0;;;;;;
1;5;25;Robert;Šimůnek;;;47;OSVČ;Praha;1;99;192;0;;;;;;
1;5;26;Vladimir;Šulc;;;48;elektrotemechanik;Praha;1;759;192;0;;;;;;
1;5;27;Jiří;Štorek;;;44;technik;Praha;1;759;192;0;;;;;;
1;5;28;Monika;Urbanová;;;38;OSVČ;Praha;1;774;192;0;;;;;;
1;5;29;Miloš;Petr;Ing.;;26;mistr provozu;Praha;1;99;192;0;;;;;;
1;5;30;Petr;Haurythun;;;36;řidič MHD;Praha;1;774;192;0;;;;;;
1;5;31;Jindřiška;Fikarová;RNDr.;;69;překladatelka;Praha;1;99;192;0;;;;;;
1;5;32;Radim;Lhoták;Mgr.;;60;systémový analytik;Štěchovice;539732;99;192;0;;;;;;
1;5;33;Jana;Kabíčková;;;53;zást. řed. Ústavu soc. služeb;Praha;1;774;192;0;;;;;;
1;5;34;Dana;Křivánková Klisáková;;;37;mateřská dovolená;Praha;1;774;192;0;;;;;;
1;5;35;Robert;Bakalář;Bc.;;34;expert řízení letov. provozu;Praha;1;785;192;0;;;;;;
1;5;36;Jaroslav;Nedvěd;;;42;místostarosta MČ Praha 5;Praha;1;774;192;0;;;;;;
1;6;1;Miroslava;Němcová;;;60;politička;Žďár nad Sázavou;595209;53;53;0;;;;;;
1;6;2;Bohuslav;Svoboda;Doc. MUDr.;CSc.;69;lékař, vysokoškolský pedagog;Praha;1;53;53;0;;;;;;
1;6;3;Jana;Černochová;Mgr.;;40;starostka MČ Praha 2;Praha;1;53;53;0;;;;;;
1;6;4;Karel;Hanzlík;Mgr.;;47;starosta MČ Praha 16;Praha;1;53;53;0;;;;;;
1;6;5;Lenka;Kohoutová;Bc.;;45;předsedkyně správní rady;Praha;1;53;53;0;;;;;;
1;6;6;Ondřej;Gros;;;38;zástupce starosty MČ Praha 8;Praha;1;53;53;0;;;;;;
1;6;7;Jaroslava;Janderová;JUDr.;;63;právnička, podnikatelka;Praha;1;53;53;0;;;;;;
1;6;8;Daniel;Vlček;Ing.;;31;procesní manažer;Praha;1;53;53;0;;;;;;
1;6;9;Vojtěch;Kos;Ing.;MBA;41;ekonom, podnikatel;Praha;1;53;53;0;;;;;;
1;6;10;Marek;Benda;;;44;politik;Praha;1;53;53;0;;;;;;
1;6;11;František;Blažek;;;48;živnostník, auditor ŽP;Praha;1;53;53;0;;;;;;
1;6;12;Ferdinand;Polák;MUDr.;Ph.D.;41;lékař a vysokoškolský pedagog;Praha;1;53;53;0;;;;;;
1;6;13;Tomáš;Bartovský;Mgr.;;35;konzultant;Praha;1;53;53;0;;;;;;
1;6;14;Michal;Habart;Ing.;;48;starosta MČ Praha - Kolovraty;Praha;1;53;53;0;;;;;;
1;6;15;Jan;Gabriel;Bc.;;42;ředitel v sociálních službách;Praha;1;53;53;0;;;;;;
1;6;16;Ivo;Drážný;JUDr.;;49;radní MČ Praha 6,  advokát;Praha;1;53;53;0;;;;;;
1;6;17;Blanka;Menzelová;Ing.;;56;zastupitelka MČ Praha 4;Praha;1;53;53;0;;;;;;
1;6;18;František;Švarc;;;60;starosta MČ Praha - Vinoř;Praha;1;53;53;0;;;;;;
1;6;19;Vladimíra;Ludková;Mgr.;;34;místostarostka MČ Praha 8;Praha;1;53;53;0;;;;;;
1;6;20;Alexander;Bellu;Bc.;;26;živnostník;Praha;1;53;53;0;;;;;;
1;6;21;David;Damaška;Ing. arch.;Ph.D.;43;architekt;Praha;1;53;53;0;;;;;;
1;6;22;Martin;Frélich;Ing.;;36;náměstek ministra;Praha;1;53;53;0;;;;;;
1;6;23;Jan;Recman;Mgr.;;32;právník;Praha;1;53;53;0;;;;;;
1;6;24;Kateřina;Pavlíčková;MUDr.;;61;lékařka;Praha;1;53;53;0;;;;;;
1;6;25;Marie;Kousalíková;Ing.;;67;starostka MČ  Praha 6;Praha;1;53;53;0;;;;;;
1;6;26;Petr;Košan;Ing.;;32;projektant;Praha;1;53;53;0;;;;;;
1;6;27;Petr;Scholz;;;24;student;Praha;1;53;53;0;;;;;;
1;6;28;Radim;Perlín;RNDr.;Ph.D.;51;vysokoškolský pedagog;Praha;1;53;53;0;;;;;;
1;6;29;Lucie;Vítkovská;Bc.;DiS.;28;mzdová účetní;Jindřichův Hradec;545881;53;53;0;;;;;;
1;6;30;Petr;Fifka;PharmDr.;;46;manažer;Praha;1;53;53;0;;;;;;
1;6;31;Helena;Mallotová;Mgr.;;69;překladatelka;Praha;1;53;53;0;;;;;;
1;6;32;Soňa;Kodetová;;;68;konzultantka;Praha;1;53;53;0;;;;;;
1;6;33;Markéta;Jirásková;MUDr.;;64;lékařka neurolog;Praha;1;53;53;0;;;;;;
1;6;34;Jan;Jarolím;Ing.;;67;starosta MČ Praha 9, ekolog;Praha;1;53;53;0;;;;;;
1;6;35;Jiří;Janků;Ing.;;46;starosta MČ Praha 8;Praha;1;53;53;0;;;;;;
1;6;36;Libor;Paulus;Mgr.;;42;ved. odboru krizového řízení;Praha;1;53;53;0;;;;;;
1;9;1;Taťana;Fischerová;;;66;herečka;Praha;1;199;771;0;;;;;;
1;9;2;Milan;Smrž;;;65;viceprezident sdruž.EUROSOLAR;Praha;1;177;771;0;;;;;;
1;9;3;Jiřina;Dienstbierová;Ing.;;58;ředitelka Rady pro mez. vz.;Praha;1;99;771;0;;;;;;
1;9;4;Zdeněk;Petráň;MUDr.;;60;lékař;Praha;1;99;771;0;;;;;;
1;9;5;Ludmila;Průdková;Ing.;;56;stavební inženýr;Praha;1;99;771;0;;;;;;
1;9;6;Monika;Šatavová;;;49;konzultantka, lektorka;Praha;1;199;771;0;;;;;;
1;9;7;Ondřej;Melena;Bc.;;29;student, OSVČ;Praha;1;99;771;0;;;;;;
1;9;8;Věra;Kostlánová Roubalová;Ing.;;65;psychoterapeutka;Praha;1;99;771;0;;;;;;
1;9;9;Jan;Burian;Ing.;Ph.D.;39;psychoterapeut;Praha;1;99;771;0;;;;;;
1;9;10;Regina;Rösslerová;;;53;oční optik;Praha;1;199;771;0;;;;;;
1;9;11;Marek;Elexa;;;40;obchodník s uměním;Jirkov;563099;177;771;0;;;;;;
1;9;12;Vlasta;Bičáková;;;39;pedagog, zam. mediál. agentury;Praha;1;199;771;0;;;;;;
1;9;13;Mladen;Grebo;Mgr.;;33;reklamní analytik;Praha;1;99;771;0;;;;;;
1;9;14;Dana;Feminová;;;43;ředitelka nezisk. or., OSVČ;Praha;1;100;771;0;;;;;;
1;9;15;Martin;Hrušínský;;;28;bylinkář;Praha;1;100;771;0;;;;;;
1;9;16;Markéta;Lábusová;Bc.;;30;traffic manager;Praha;1;99;771;0;;;;;;
1;9;17;Jan;Bednář;;;34;grafik;Praha;1;100;771;0;;;;;;
1;9;18;Jana;Lábusová;;;25;studentka;Praha;1;99;771;0;;;;;;
1;9;19;Roman;Sikora;MgA.;;43;novinář, dramatik;Praha;1;99;771;0;;;;;;
1;9;20;Simona;Heřtusová;;;39;koordinátorka;Praha;1;100;771;0;;;;;;
1;9;21;Ondřej;Zicha;MgA.;;38;scénograf;Holešov;588458;99;771;0;;;;;;
1;9;22;Svatava;Radinová;;;36;kadeřnice;Vonoklasy;539830;99;771;0;;;;;;
1;9;23;Vladimír;Strejček;Mgr.;;65;důchodce;Praha;1;199;771;0;;;;;;
1;9;24;Zuzana;Smíšková;Mgr.;;31;odborný pracovník biochemie;Služovice;510297;100;771;0;;;;;;
1;9;25;Hynek;Opolecký;Bc.;;28;vychovatel, lektor, stavitel;Praha;1;100;771;0;;;;;;
1;9;26;Lucie;Paďourková;;;31;obchodní ředitelka;Praha;1;99;771;0;;;;;;
1;9;27;Petr;Hepnar;;;42;hudebník, léčitel;Praha;1;99;771;0;;;;;;
1;9;28;Alice;Neumannová;;;63;důchodce;Praha;1;99;771;0;;;;;;
1;9;29;Jan;Fišera;BcA.;;28;podnikatel;Turnov;577626;99;771;0;;;;;;
1;9;30;Pavlína;Kleinová Brzáková;Mgr.;PhD.;41;šéfredaktorka, spisovatelka;Praha;1;99;771;0;;;;;;
1;9;31;Miroslav;Kastel;;;58;sklář, technik v elektrárně;Havířov;555088;99;771;0;;;;;;
1;9;32;Vladimír;Lejtnar;;;33;archivář;Třeboň;547336;99;771;0;;;;;;
1;9;33;Miroslav;Šverma;;;29;manager restaurace;Praha;1;99;771;0;;;;;;
1;9;34;Zdeněk;Reimann;;;71;redaktor, publicista, someliér;Praha;1;99;771;0;;;;;;
1;9;35;Barbora;Hainzová;MrA.;;27;podnikatelka;Trutnov;579025;99;771;0;;;;;;
1;9;36;Stanislav;Stach;Ing.;CSc.;76;důchodce;Praha;1;99;771;0;;;;;;
1;10;1;Aleš;Hemer;Mgr.;;46;podnikatel ve finanční sféře;Praha;1;716;716;0;;;;;;
1;10;2;Slavomír;Svoboda;;;58;ředitel Čes.svazu cyklistiky;Praha;1;99;716;0;;;;;;
1;10;3;Irena;Bartoňová Pálková;Mgr.;;45;předsedkyně představenstva;Praha;1;99;716;0;;;;;;
1;10;4;Dagmar;Navrátilová;Mgr.;;47;1.místopředsedkyně LIDEM;Olomouc;500496;769;716;0;;;;;;
1;10;5;Jiří;Promberger;Mgr.;;65;majetkový a investiční poradce;Praha;1;716;716;0;;;;;;
1;10;6;Marek;Merhaut;PhDr.;Ph.D., MBA;48;vysokoškolský pedagog;Praha;1;716;716;0;;;;;;
1;10;7;Václav;Hnát;;;67;režisér;Průhonice;539571;716;716;0;;;;;;
1;10;8;George;Svetlik;;;62;podnikatel;Praha;1;24;716;0;;;;;;
1;10;9;Karel;Kesl;;;58;majitel sportovního klubu;Praha;1;99;716;0;;;;;;
1;10;10;Jiří;Rejmon;;;57;provozovatel STK;Praha;1;716;716;0;;;;;;
1;10;11;Kristina;Princová;;;59;státní úředník;Praha;1;99;716;0;;;;;;
1;10;12;Iveta;Vojtová;;;42;kartářka;Praha;1;99;716;0;;;;;;
1;10;13;Ladislav;Linek;Ing.;;54;hoteliér;Praha;1;716;716;0;;;;;;
1;10;14;Jaroslav;Vacek;;;62;podnikatel;Praha;1;716;716;0;;;;;;
1;10;15;Petr;Šupšák;;;50;podnikatel;Praha;1;716;716;0;;;;;;
1;10;16;Petr;Baubín;Ing.;;48;odborný redaktor;Praha;1;716;716;0;;;;;;
1;10;17;Ladislav;Marek;;;61;restauratér;Praha;1;716;716;0;;;;;;
1;10;18;Robert;Kučera;;;44;živnostník;Praha;1;716;716;0;;;;;;
1;10;19;Danuše;Volfová;;;58;majitelka prodejny;Praha;1;99;716;0;;;;;;
1;10;20;Petr;Eisenhauer;;;38;specialista IT;Praha;1;716;716;0;;;;;;
1;10;21;Daniel;Burger;;;36;technický poradce;Praha;1;24;716;0;;;;;;
1;10;22;Jaroslava;Smolíková;;;70;důchodkyně;Praha;1;99;716;0;;;;;;
1;10;23;Ladislav;Hrádek;;;56;podnikatel v oblasti kultury;Praha;1;99;716;0;;;;;;
1;10;24;Milada;Šafránková;;;45;majitelka realitní kanceláře;Dobříš;540111;99;716;0;;;;;;
1;10;25;Tomáš;Danda;;;61;autodopravce;Praha;1;716;716;0;;;;;;
1;10;26;Josef;Jůna;;;32;živnostník;Praha;1;716;716;0;;;;;;
1;10;27;Renáta;Vrtílková;;;51;realitní makléř;Praha;1;99;716;0;;;;;;
1;10;28;Josef;Cihelka;;;69;autodopravce;Praha;1;716;716;0;;;;;;
1;10;29;František;Fojtík;JUDr.;;61;ekonomický poradce;Praha;1;716;716;0;;;;;;
1;10;30;Ladislav;Šefl;;;64;podnikatel v autodopravě;Praha;1;716;716;0;;;;;;
1;10;31;Boris;Nakladov;Mgr.;;67;podnikatel v cestovním ruchu;Praha;1;716;716;0;;;;;;
1;10;32;Pavel;Vrtílka;;;50;stavitel;Praha;1;99;716;0;;;;;;
